"AnnoA","CorsoTIPO","ClasseNUMERO","ClasseNOME","DiplomaTipo","Sesso","nImm"
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Diploma di istruzione professionale","M",12
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Diploma di istruzione tecnica","M",124
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo artistico","M",25
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo classico","M",4
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo delle scienze umane","M",7
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo linguistico","M",1
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo scientifico","M",50
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Altro diploma","F",125
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Diploma di istruzione professionale","F",183
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Diploma di istruzione tecnica","F",488
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo artistico","F",60
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo classico","F",136
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo delle scienze umane","F",409
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo linguistico","F",218
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo musicale e coreutico","F",9
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo scientifico","F",753
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Altro diploma","M",382
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Diploma di istruzione professionale","M",533
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Diploma di istruzione tecnica","M",2247
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo artistico","M",53
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo classico","M",190
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo delle scienze umane","M",211
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo linguistico","M",190
"2017/2018","Laurea - dm 270/04","L-22","Scienze delle attività motorie e sportive","Liceo scientifico","M",2057
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Altro diploma","F",15
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Diploma di istruzione professionale","F",5
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Diploma di istruzione tecnica","F",75
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo artistico","F",16
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo classico","F",24
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo delle scienze umane","F",12
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo linguistico","F",15
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo scientifico","F",142
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Altro diploma","M",21
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Diploma di istruzione professionale","M",10
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Diploma di istruzione tecnica","M",259
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo artistico","M",13
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo classico","M",11
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo delle scienze umane","M",2
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo linguistico","M",2
"2017/2018","Laurea - dm 270/04","L-23","Scienze e tecniche dell'edilizia","Liceo scientifico","M",200
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Altro diploma","F",253
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Diploma di istruzione professionale","F",295
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Diploma di istruzione tecnica","F",628
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo artistico","F",137
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo classico","F",1152
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo delle scienze umane","F",1663
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo linguistico","F",799
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo musicale e coreutico","F",10
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo scientifico","F",1779
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Altro diploma","M",116
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Diploma di istruzione professionale","M",119
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Diploma di istruzione tecnica","M",406
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo artistico","M",13
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo classico","M",210
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo delle scienze umane","M",165
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo linguistico","M",81
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo musicale e coreutico","M",3
"2017/2018","Laurea - dm 270/04","L-24","Scienze e tecniche psicologiche","Liceo scientifico","M",754
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Altro diploma","F",48
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Diploma di istruzione professionale","F",114
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Diploma di istruzione tecnica","F",312
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo artistico","F",19
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo classico","F",77
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo delle scienze umane","F",71
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo linguistico","F",56
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo musicale e coreutico","F",1
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo scientifico","F",303
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Altro diploma","M",112
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Diploma di istruzione professionale","M",328
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Diploma di istruzione tecnica","M",1175
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo artistico","M",10
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo classico","M",104
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo delle scienze umane","M",37
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo linguistico","M",41
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo musicale e coreutico","M",2
"2017/2018","Laurea - dm 270/04","L-25","Scienze e tecnologie agrarie e forestali","Liceo scientifico","M",764
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Altro diploma","F",127
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Diploma di istruzione professionale","F",339
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Diploma di istruzione tecnica","F",277
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo artistico","F",15
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo classico","F",117
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo delle scienze umane","F",139
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo linguistico","F",123
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo scientifico","F",498
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Altro diploma","M",126
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Diploma di istruzione professionale","M",483
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Diploma di istruzione tecnica","M",432
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo artistico","M",4
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo classico","M",48
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo delle scienze umane","M",10
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo linguistico","M",32
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo musicale e coreutico","M",1
"2017/2018","Laurea - dm 270/04","L-26","Scienze e tecnologie alimentari","Liceo scientifico","M",416
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Altro diploma","F",43
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Diploma di istruzione professionale","F",79
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Diploma di istruzione tecnica","F",257
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo artistico","F",22
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo classico","F",369
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo delle scienze umane","F",100
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo linguistico","F",151
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo scientifico","F",1116
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Altro diploma","M",42
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Diploma di istruzione professionale","M",110
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Diploma di istruzione tecnica","M",618
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo artistico","M",6
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo classico","M",111
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo delle scienze umane","M",23
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo linguistico","M",28
"2017/2018","Laurea - dm 270/04","L-27","Scienze e tecnologie chimiche","Liceo scientifico","M",1084
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Altro diploma","F",2
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Diploma di istruzione professionale","F",3
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Diploma di istruzione tecnica","F",20
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo artistico","F",1
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo classico","F",3
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo delle scienze umane","F",4
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo linguistico","F",2
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo scientifico","F",9
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Altro diploma","M",40
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Diploma di istruzione professionale","M",11
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Diploma di istruzione tecnica","M",176
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo classico","M",3
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo delle scienze umane","M",1
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo linguistico","M",4
"2017/2018","Laurea - dm 270/04","L-28","Scienze e tecnologie della navigazione","Liceo scientifico","M",37
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Altro diploma","F",30
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Diploma di istruzione professionale","F",170
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Diploma di istruzione tecnica","F",246
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo artistico","F",24
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo classico","F",191
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo delle scienze umane","F",185
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo linguistico","F",181
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo musicale e coreutico","F",3
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo scientifico","F",465
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Altro diploma","M",15
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Diploma di istruzione professionale","M",80
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Diploma di istruzione tecnica","M",160
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo artistico","M",7
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo classico","M",29
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo delle scienze umane","M",21
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo linguistico","M",10
"2017/2018","Laurea - dm 270/04","L-29","Scienze e tecnologie farmaceutiche","Liceo scientifico","M",189
"2017/2018","Laurea - dm 270/04","L-30","Scienze e tecnologie fisiche","Altro diploma","F",28
"2017/2018","Laurea - dm 270/04","L-30","Scienze e tecnologie fisiche","Diploma di istruzione professionale","F",33
"2017/2018","Laurea - dm 270/04","L-30","Scienze e tecnologie fisiche","Diploma di istruzione tecnica","F",69
"2017/2018","Laurea - dm 270/04","L-30","Scienze e tecnologie fisiche","Liceo artistico","F",24
"2017/2018","Laurea - dm 270/04","L-30","Scienze e tecnologie fisiche","Liceo classico","F",198
"2017/2018","Laurea - dm 270/04","L-30","Scienze e tecnologie fisiche","Liceo delle scienze umane","F",57
