"AnnoA","CorsoTIPO","ClasseNUMERO","ClasseNOME","DiplomaTipo","Sesso","nImm"
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo delle scienze umane","F",374
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo linguistico","F",181
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo musicale e coreutico","F",5
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo scientifico","F",323
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Altro diploma","M",42
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Diploma di istruzione professionale","M",74
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Diploma di istruzione tecnica","M",210
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo artistico","M",51
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo classico","M",348
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo delle scienze umane","M",158
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo linguistico","M",91
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo musicale e coreutico","M",2
"2017/2018","Laurea - dm 270/04","L-05","Filosofia","Liceo scientifico","M",532
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Diploma di istruzione professionale","F",6
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Diploma di istruzione tecnica","F",16
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo artistico","F",5
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo classico","F",2
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo delle scienze umane","F",16
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo linguistico","F",7
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo scientifico","F",7
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Altro diploma","M",2
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Diploma di istruzione professionale","M",11
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Diploma di istruzione tecnica","M",35
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo artistico","M",6
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo classico","M",2
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo delle scienze umane","M",9
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo linguistico","M",7
"2017/2018","Laurea - dm 270/04","L-06","Geografia","Liceo scientifico","M",20
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Altro diploma","F",65
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Diploma di istruzione professionale","F",28
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Diploma di istruzione tecnica","F",310
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo artistico","F",19
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo classico","F",113
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo delle scienze umane","F",26
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo linguistico","F",54
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo musicale e coreutico","F",1
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo scientifico","F",579
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Altro diploma","M",141
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Diploma di istruzione professionale","M",105
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Diploma di istruzione tecnica","M",1680
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo artistico","M",15
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo classico","M",84
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo delle scienze umane","M",16
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo linguistico","M",19
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo musicale e coreutico","M",1
"2017/2018","Laurea - dm 270/04","L-07","Ingegneria civile e ambientale","Liceo scientifico","M",1051
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Altro diploma","F",156
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Diploma di istruzione professionale","F",54
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Diploma di istruzione tecnica","F",358
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo artistico","F",13
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo classico","F",387
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo delle scienze umane","F",125
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo linguistico","F",160
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo scientifico","F",2104
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Altro diploma","M",635
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Diploma di istruzione professionale","M",440
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Diploma di istruzione tecnica","M",3938
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo artistico","M",16
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo classico","M",458
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo delle scienze umane","M",51
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo linguistico","M",76
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo musicale e coreutico","M",3
"2017/2018","Laurea - dm 270/04","L-08","Ingegneria dell'informazione","Liceo scientifico","M",6520
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Altro diploma","F",180
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Diploma di istruzione professionale","F",63
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Diploma di istruzione tecnica","F",519
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo artistico","F",28
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo classico","F",602
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo delle scienze umane","F",121
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo linguistico","F",236
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo musicale e coreutico","F",1
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo scientifico","F",3261
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Altro diploma","M",803
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Diploma di istruzione professionale","M",570
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Diploma di istruzione tecnica","M",4984
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo artistico","M",23
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo classico","M",601
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo delle scienze umane","M",83
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo linguistico","M",95
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo musicale e coreutico","M",2
"2017/2018","Laurea - dm 270/04","L-09","Ingegneria industriale","Liceo scientifico","M",10133
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Altro diploma","F",145
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Diploma di istruzione professionale","F",183
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Diploma di istruzione tecnica","F",442
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo artistico","F",139
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo classico","F",1875
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo delle scienze umane","F",1088
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo linguistico","F",568
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo musicale e coreutico","F",11
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo scientifico","F",1072
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Altro diploma","M",91
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Diploma di istruzione professionale","M",116
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Diploma di istruzione tecnica","M",346
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo artistico","M",40
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo classico","M",612
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo delle scienze umane","M",148
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo linguistico","M",107
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo musicale e coreutico","M",1
"2017/2018","Laurea - dm 270/04","L-10","Lettere","Liceo scientifico","M",572
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Altro diploma","F",511
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Diploma di istruzione professionale","F",706
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Diploma di istruzione tecnica","F",1745
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo artistico","F",189
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo classico","F",1005
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo delle scienze umane","F",933
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo linguistico","F",3685
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo musicale e coreutico","F",3
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo scientifico","F",1309
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Altro diploma","M",197
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Diploma di istruzione professionale","M",239
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Diploma di istruzione tecnica","M",631
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo artistico","M",23
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo classico","M",201
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo delle scienze umane","M",109
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo linguistico","M",533
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo musicale e coreutico","M",1
"2017/2018","Laurea - dm 270/04","L-11","Lingue e culture moderne","Liceo scientifico","M",481
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Altro diploma","F",242
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Diploma di istruzione professionale","F",459
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Diploma di istruzione tecnica","F",1177
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo artistico","F",86
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo classico","F",591
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo delle scienze umane","F",505
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo linguistico","F",3415
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo musicale e coreutico","F",4
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo scientifico","F",885
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Altro diploma","M",95
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Diploma di istruzione professionale","M",107
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Diploma di istruzione tecnica","M",406
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo artistico","M",17
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo classico","M",87
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo delle scienze umane","M",60
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo linguistico","M",398
"2017/2018","Laurea - dm 270/04","L-12","Mediazione linguistica","Liceo scientifico","M",268
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Altro diploma","F",81
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione professionale","F",332
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione tecnica","F",596
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo artistico","F",60
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo classico","F",1297
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo delle scienze umane","F",604
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo linguistico","F",602
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo musicale e coreutico","F",3
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo scientifico","F",3401
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Altro diploma","M",55
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione professionale","M",207
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Diploma di istruzione tecnica","M",464
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo artistico","M",13
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo classico","M",304
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo delle scienze umane","M",55
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo linguistico","M",50
"2017/2018","Laurea - dm 270/04","L-13","Scienze biologiche","Liceo scientifico","M",1633
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Altro diploma","F",137
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione professionale","F",238
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione tecnica","F",794
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo artistico","F",24
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo classico","F",152
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo delle scienze umane","F",426
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo linguistico","F",191
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo musicale e coreutico","F",2
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo scientifico","F",218
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Altro diploma","M",124
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione professionale","M",148
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Diploma di istruzione tecnica","M",807
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo artistico","M",7
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo classico","M",79
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo delle scienze umane","M",93
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo linguistico","M",56
"2017/2018","Laurea - dm 270/04","L-14","Scienze dei servizi giuridici","Liceo scientifico","M",369
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Altro diploma","F",91
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione professionale","F",302
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione tecnica","F",606
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo artistico","F",36
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo classico","F",67
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo delle scienze umane","F",127
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo linguistico","F",445
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo scientifico","F",124
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Altro diploma","M",58
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione professionale","M",138
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Diploma di istruzione tecnica","M",264
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo artistico","M",3
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo classico","M",23
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo delle scienze umane","M",22
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo linguistico","M",71
"2017/2018","Laurea - dm 270/04","L-15","Scienze del turismo","Liceo scientifico","M",82
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Altro diploma","F",78
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione professionale","F",93
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione tecnica","F",335
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo artistico","F",18
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo classico","F",72
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo delle scienze umane","F",194
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo linguistico","F",80
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo scientifico","F",156
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Altro diploma","M",41
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione professionale","M",82
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Diploma di istruzione tecnica","M",371
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo artistico","M",3
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo classico","M",48
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo delle scienze umane","M",40
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo linguistico","M",14
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo musicale e coreutico","M",1
"2017/2018","Laurea - dm 270/04","L-16","Scienze dell'amministrazione e dell'organizzazione","Liceo scientifico","M",188
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Altro diploma","F",123
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione professionale","F",15
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione tecnica","F",268
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo artistico","F",289
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo classico","F",199
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo delle scienze umane","F",45
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo linguistico","F",81
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo musicale e coreutico","F",3
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo scientifico","F",447
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Altro diploma","M",72
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione professionale","M",16
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Diploma di istruzione tecnica","M",432
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo artistico","M",128
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo classico","M",42
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo delle scienze umane","M",5
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo linguistico","M",7
"2017/2018","Laurea - dm 270/04","L-17","Scienze dell'architettura","Liceo scientifico","M",303
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Altro diploma","F",1007
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione professionale","F",942
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione tecnica","F",4798
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo artistico","F",80
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo classico","F",1431
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo delle scienze umane","F",834
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo linguistico","F",1302
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo musicale e coreutico","F",8
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo scientifico","F",3533
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Altro diploma","M",1078
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione professionale","M",982
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Diploma di istruzione tecnica","M",6206
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo artistico","M",52
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo classico","M",1181
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo delle scienze umane","M",393
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo linguistico","M",520
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo musicale e coreutico","M",7
"2017/2018","Laurea - dm 270/04","L-18","Scienze dell'economia e della gestione aziendale","Liceo scientifico","M",7168
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Altro diploma","F",312
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione professionale","F",1547
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione tecnica","F",1428
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo artistico","F",205
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo classico","F",558
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo delle scienze umane","F",3664
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo linguistico","F",665
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo musicale e coreutico","F",16
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo scientifico","F",1214
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Altro diploma","M",36
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione professionale","M",153
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Diploma di istruzione tecnica","M",255
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo artistico","M",14
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo classico","M",45
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo delle scienze umane","M",149
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo linguistico","M",17
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo musicale e coreutico","M",1
"2017/2018","Laurea - dm 270/04","L-19","Scienze dell'educazione e della formazione","Liceo scientifico","M",132
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Altro diploma","F",238
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Diploma di istruzione professionale","F",513
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Diploma di istruzione tecnica","F",1162
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo artistico","F",283
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo classico","F",609
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo delle scienze umane","F",1128
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo linguistico","F",1259
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo musicale e coreutico","F",3
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo scientifico","F",889
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Altro diploma","M",143
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Diploma di istruzione professionale","M",358
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Diploma di istruzione tecnica","M",1116
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo artistico","M",86
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo classico","M",264
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo delle scienze umane","M",277
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo linguistico","M",291
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo musicale e coreutico","M",2
"2017/2018","Laurea - dm 270/04","L-20","Scienze della comunicazione","Liceo scientifico","M",896
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Altro diploma","F",18
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Diploma di istruzione professionale","F",9
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Diploma di istruzione tecnica","F",47
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo artistico","F",33
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo classico","F",21
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo delle scienze umane","F",12
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo linguistico","F",10
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Liceo scientifico","F",28
"2017/2018","Laurea - dm 270/04","L-21","Scienze della pianificazione territoriale urbanistica paesaggistica e ambientale","Altro diploma","M",14
